Baypoint Preparatory Academy - San Diego,San Marcos,92078,https://www.cde.ca.gov/schooldirectory/details?cdscode=37771720138099
SIATech,Oceanside,92056,http://www.siatechschools.org/schools/california-charter-schools/north-county-charter-school/
San Antonio Elementary,San Jose,95116,https://sanantonio.arusd.org/
Centralia Elementary,Anaheim,92801,https://ct.cesd.k12.ca.us/
Burlingame Intermediate,Burlingame,94010,https://bi-bsd-ca.schoolloop.com/
Jamacha Elementary,El Cajon,92019,https://www.cajonvalley.net/jamacha
Buena Vista Elementary,Carlsbad,92008,https://buenavista.schoolloop.com/
WISH Community,Los Angeles,90045,https://www.wishcharter.org/
NOVA Academy - Coachella,Coachella,92236,https://www.nova-academy.org/coachella/
Brooktree Elementary,San Jose,95131,https://brooktree.berryessa.k12.ca.us/
Guinn (James M.) Elementary,Anaheim,92806,https://anaheimelementary.org/guinn/
Olinda Elementary,Brea,92821,https://olinda.bousd.us/
Alta Loma Elementary,Alta Loma,91701,https://www.alsd.k12.ca.us/Domain/29
AeroSTEM Academy,Yuba City,95991,https://www.aerostem.org/
Kid Street Learning Center Charter,Santa Rosa,95401,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=49709126116958
Anderson Middle,Anderson,96007,https://ams.cuesd.com/
Wells Middle,Riverside,92503,https://www.alvordschools.org/wells
Ballington Acad for the Arts and Scis - San Bernardino,San Bernardino,92408,https://ballingtonacademy.org/
San Juan Hills High,San Juan Capistrano,92675,https://www.sjhhs.org/
Tomorrow's Leadership Collaborative (TLC) Charter,Orange,92867,https://tlccharter.org/
Pinedale Elementary,Pinedale,93650,https://pinedale.cusd.com/
Intensive Learning Center,Lakewood,90712,https://www.busd.k12.ca.us/intensivelearningcenter
Ralston Intermediate,Belmont,94002,https://ral-brssd-ca.schoolloop.com/
Mission Vista Academy,Temecula,92590,https://missionvistaacademy.org/
Diego Hills Central Public Charter,San Diego,92115,https://dhcentralcharter.org/
Oakland Charter Academy,Oakland,94601,https://oca.amethodschools.org/
iLEAD Online,Acton,93510,https://ileadonline.org/contact-us/
