Thomas Jefferson Senior High,Los Angeles,90011,https://jefferson-lausd-ca.schoolloop.com/,Yes
Clover Avenue Elementary,Los Angeles,90034,https://www.cloveraveschool.org/,Yes
Old Orchard Elementary,Valencia,91355,https://www.newhallschooldistrict.com/OldOrchard,Yes
Willow Cove Elementary,Pittsburg,94565,https://www.pittsburg.k12.ca.us/willowcove,Yes
Golden West Elementary,Manteca,95336,https://www.mantecausd.net/goldenwest,Yes
Aldama Elementary,Los Angeles,90042,https://aldamaes-lausd-ca.schoolloop.com/,Yes
Rancho Rosal Elementary,Camarillo,93012,https://www.pleasantvalleysd.org/Domain/16,Yes
Highland Elementary,Richmond,94806,https://www.wccusd.net/highland,Yes
Ishi Hills Middle,Oroville,95966,https://www.ocesd.net/o/ishi-hills-middle,Yes
Jack London Continuation,Van Nuys,91401,https://londonchs-lausd-ca.schoolloop.com/,Yes
Blair High,Pasadena,91106,https://www.pusd.us/blair,Yes
Merced High,Merced,95348,https://mhs.muhsd.org/merced-high-school,Yes
Riverside STEM Academy,Riverside,92507,http://stemacademy.riversideunified.org/,Yes
Monte Vista Street Elementary,Los Angeles,90042,https://montevistaes-lausd-ca.schoolloop.com/,Yes
Glen Alta Elementary,Los Angeles,90031,https://glenaltaes-lausd-ca.schoolloop.com/,Yes
Maxwell Sr High,Maxwell,95955,https://mhs-maxwell-ca.schoolloop.com/,Yes
McCabe Elementary,El Centro,92243,https://www.muesd.net/,Yes
Miramonte Elementary,El Monte,91732,http://miramonte.mtviewschools.com/,Yes
Christa McAuliffe Elementary,Oxnard,93035,https://www.oxnardsd.org/Domain/1028,Yes
Seaside Middle,Seaside,93955,https://sms.mpusd.net/,Yes
George Washington Elementary,Lodi,95240,https://washington.lodiusd.net/,Yes
Olita Elementary,La Habra,90631,https://olita.ljsd.org/,Yes
Liggett Street Elementary,Panorama City,91402,https://www.liggettschool.org/,Yes
Rialto High,Rialto,92376,https://kec.rialto.k12.ca.us/RialtoHighSchool,Yes
Olympic Primary Center,Los Angeles,90015,https://olympicpc-lausd-ca.schoolloop.com/,Yes
Performing Arts Community at Diego Rivera Learning Complex,Los Angeles,90001,https://www.pacspride.org/,Yes
Magnolia Elementary,Brawley,92227,https://www.magnoliatigers.com/,Yes
Jose Antonio Vargas Elementary,Mountain View,94043,https://vargas.mvwsd.org/,Yes
Oak Meadows Elementary,Murrieta,92563,https://www.menifeeusd.org/ome/,Yes
Metropolitan Continuation,Los Angeles,90021,https://metropolitanhs-lausd-ca.schoolloop.com/,Yes
Foshay Learning Center,Los Angeles,90018,https://www.foshaylc.org/,Yes
Woodland Elementary,Mariposa,95338,https://www.mcusd.org/WE/,Yes
Bryant Ranch Elementary,Yorba Linda,92887,https://www.bryantranchschool.com/,Yes
Parklane Elementary,Stockton,95210,https://parklane.lodiusd.net/,Yes
Cowan Avenue Elementary,Los Angeles,90045,https://cowantigers.org/,Yes
Superior Street Elementary,Chatsworth,91311,https://superiorelem.com/,Yes
Cope Middle,Redlands,92373,https://www.redlandsusd.net/cope,Yes
Eastwood Elementary,La Mirada,90638,https://www.eastwoodelem.org/,Yes
Highlands Elementary,Pittsburg,94565,https://www.pittsburg.k12.ca.us/highlands,Yes
Whited Elementary Charter,Santa Rosa,95409,https://www.rvusd.org/o/whited,Yes
O'Hara Park Middle,Oakley,94561,https://ops-ouesd-ca.schoolloop.com/,Yes
Mountain View Middle,Moreno Valley,92555,https://mountainview.mvusd.net/,Yes
Brooklyn Avenue Elementary,Los Angeles,90022,https://brooklynes-lausd-ca.schoolloop.com/,Yes
Raymond Avenue Elementary,Los Angeles,90044,https://www.raymondavenue.org/,Yes
William Tell Aggeler Opportunity High,Chatsworth,91311,https://aggelerhs-lausd-ca.schoolloop.com/,Yes
Knollwood Preparatory Academy,Granada Hills,91344,https://knollwoodprepacademyes-lausd-ca.schoolloop.com/,Yes
Mary P. Henck Intermediate,Lake Arrowhead,92352,https://www.rimsd.k12.ca.us/Domain/9,Yes
Manzanita Community,Oakland,94601,https://www.ousd.org/manzanitacommunity,Yes
Betty Plasencia Elementary,Los Angeles,90026,https://plasenciaes-lausd-ca.schoolloop.com/,Yes
Meadows Elementary,El Centro,92243,https://www.meadowsunion.org/,Yes
Burton Street Elementary,Panorama City,91402,https://burton-lausd-ca.schoolloop.com/,Yes
Gratts Learning Academy for Young Scholars (GLAYS),Los Angeles,90017,https://glays-lausd-ca.schoolloop.com/,Yes
Palmer Way,National City,91950,https://www.nsd.us/Domain/16,Yes
Middle College High,Stockton,95207,https://middlecollege.lodiusd.net/,Yes
C. T. English Middle,Los Gatos,95033,https://www.loma.k12.ca.us/Domain/9,Yes
Longfellow Elementary,Long Beach,90807,https://longfellow-lbusd-ca.schoolloop.com/,Yes
La Mesa Elementary,Monterey,93940,https://lamesa.mpusd.net/,Yes
Donald L. Rheem Elementary,Moraga,94556,https://dres-msd-ca.schoolloop.com/,Yes
Lowell Elementary,Long Beach,90803,https://lowell-lbusd-ca.schoolloop.com/,Yes
Middle College High,San Pablo,94806,https://www.wccusd.net/middlecollege,Yes
Woodsboro Elementary,Anaheim,92807,https://woodsboro.pylusd.org/,Yes
Heritage Elementary,Lodi,95240,https://heritageprim.lodiusd.net/,Yes
Yamato Colony Elementary,Livingston,95334,https://yc.livingstonusd.org/,Yes
Abraham Lincoln Continuation,Riverside,92507,http://lincoln.riversideunified.org/,Yes
Morongo Valley Elementary,Morongo Valley,92256,http://www.morongousd.com/morongovalleyelementaryschool_home.aspx,Yes
Simon Rodia Continuation,South Gate,90280,https://simonrodiachs-lausd-ca.schoolloop.com/,Yes
Grover Cleveland Charter High,Reseda,91335,https://www.clevelandhs.org/,Yes
