SCH_NAME,LCITY,LZIP
Berendo Middle,Los Angeles,90006
Bertrand Avenue Elementary,Reseda,91335
Mary McLeod Bethune Middle,Los Angeles,90003
Blythe Street Elementary,Reseda,91335
Bonita Street Elementary,Carson,90745
Braddock Drive Elementary,Culver City,90230
Brainard Elementary,Lake View Terrace,91342
Breed Street Elementary,Los Angeles,90033
Brentwood Science,Los Angeles,90049
Bridge Street Elementary,Los Angeles,90033
Broad Avenue Elementary,Wilmington,90744
Broadacres Avenue Elementary,Carson,90746
Broadway Elementary,Venice,90291
Brockton Avenue Elementary,Los Angeles,90025
Brooklyn Avenue Elementary,Los Angeles,90022
Bryson Avenue Elementary,South Gate,90280
Buchanan Street Elementary,Los Angeles,90042
Budlong Avenue Elementary,Los Angeles,90044
Luther Burbank Middle,Los Angeles,90042
Burbank Boulevard Elementary,North Hollywood,91607
John Burroughs Middle,Los Angeles,90005
Bushnell Way Elementary,Los Angeles,90042
Richard E. Byrd Middle,Sun Valley,91352
Cabrillo Avenue Elementary,San Pedro,90731
Cahuenga Elementary,Los Angeles,90004
Calabash Charter Academy,Woodland Hills,91364
Calahan Street Elementary,Northridge,91324
Calvert Charter for Enriched Studies,Woodland Hills,91367
Camellia Avenue Elementary,North Hollywood,91605
Canfield Avenue Elementary,Los Angeles,90035
Canoga Park Elementary,Canoga Park,91303
Canoga Park Senior High,Canoga Park,91303
Cantara Street Elementary,Reseda,91335
Canterbury Avenue Elementary,Arleta,91331
Canyon Charter Elementary,Santa Monica,90402
Capistrano Avenue Elementary,West Hills,91304
Andrew Carnegie Middle,Carson,90745
Caroldale Learning Community,Carson,90745
Carpenter Community Charter,Studio City,91604
Carson Senior High,Carson,90745
Carson Street Elementary,Carson,90745
Carthay Elementary Of Environmental Studies Magnet,Los Angeles,90048
George Washington Carver Middle,Los Angeles,90011
Castelar Street Elementary,Los Angeles,90012
Castle Heights Elementary,Los Angeles,90034
Castlebay Lane Charter,Porter Ranch,91326
Catskill Avenue Elementary,Carson,90745
Central High,Los Angeles,90021
Century Park Elementary,Inglewood,90303
Chandler Elementary,Sherman Oaks,91401
Chapman Elementary,Gardena,90249
Charnock Road Elementary,Los Angeles,90034
Chase Street Elementary,Panorama City,91402
Chatsworth Park ES Urban Planning/Comm Development Magnet,Chatsworth,91311
Chatsworth Charter High,Chatsworth,91311
Cheremoya Avenue Elementary,Los Angeles,90028
Cheviot Hills Continuation,Los Angeles,90034
Cienega Elementary,Los Angeles,90016
Cimarron Avenue Elementary,Hawthorne,90250
City Terrace Elementary,Los Angeles,90063
Grover Cleveland Charter High,Reseda,91335
Clifford Street Elementary,Los Angeles,90039
Clover Avenue Elementary,Los Angeles,90034
Coeur D'Alene Avenue Elementary,Venice,90291
Cohasset Street Elementary,Lake Balboa,91406
Coldwater Canyon Elementary,North Hollywood,91605
Colfax Charter Elementary,North Hollywood,91607
Coliseum Street Elementary,Los Angeles,90016
Christopher Columbus Middle,Canoga Park,91304
Commonwealth Avenue Elementary,Los Angeles,90004
Community Magnet Charter Elementary,Los Angeles,90049
Compton Avenue Elementary,Los Angeles,90002
Corona Avenue Elementary,Bell,90201
Betty Plasencia Elementary,Los Angeles,90026
Cowan Avenue Elementary,Los Angeles,90045
Crenshaw Sci Tech Engr Math and Med Magnet,Los Angeles,90043
Crescent Heights Boulevard Elementary,Los Angeles,90035
Crestwood Street Elementary,Rancho Palos Verdes,90275
Glenn Hammond Curtiss Middle,Carson,90746
Christopher Dena Elementary,Los Angeles,90023
Dahlia Heights Elementary,Los Angeles,90041
Richard Henry Dana Middle,San Pedro,90731
Danube Avenue Elementary,Granada Hills,91344
Darby Avenue Elementary,Northridge,91326
Dayton Heights Elementary,Los Angeles,90004
Dearborn Elementary Charter Academy,Northridge,91325
Del Amo Elementary,Carson,90745
Delevan Drive Elementary,Los Angeles,90065
Denker Avenue Elementary,Gardena,90247
Dixie Canyon Community Charter,Sherman Oaks,91423
Rudecinda Sepulveda Dodson Middle,Rancho Palos Verdes,90275
Dolores Street Elementary,Carson,90745
Dominguez Elementary,Carson,90810
Dorris Place Elementary,Los Angeles,90031
Susan Miller Dorsey Senior High,Los Angeles,90016
Charles Drew Middle,Los Angeles,90001
Tom Bradley Global Awareness Magnet,Los Angeles,90008
Dyer Street Elementary,Sylmar,91342
Eagle Rock Elementary,Los Angeles,90041
Eagle Rock High,Los Angeles,90041
Eagle Tree Continuation,Carson,90745
Amelia Earhart Continuation,North Hollywood,91601
Eastman Avenue Elementary,Los Angeles,90023
Thomas A. Edison Middle,Los Angeles,90001
Albert Einstein Continuation,North Hills,91343
El Dorado Avenue Elementary,Sylmar,91342
El Oro Way Charter For Enriched Studies,Granada Hills,91344
El Sereno Elementary,Los Angeles,90032
El Sereno Middle,Los Angeles,90032
Elizabeth Learning Center,Cudahy,90201
Ellington (Duke) High (Continuation),Los Angeles,90047
Elysian Heights ES Arts Magnet,Los Angeles,90026
Emelita Street Elementary,Encino,91316
Emerson Community Charter,Los Angeles,90024
Encino Charter Elementary,Encino,91316
Erwin Elementary,Van Nuys,91401
Eshelman Avenue Elementary,Lomita,90717
Euclid Avenue Elementary,Los Angeles,90023
Evergreen Avenue Elementary,Los Angeles,90033
Evergreen Continuation,Sylmar,91342
Fair Avenue Elementary,North Hollywood,91606
Fairburn Avenue Elementary,Los Angeles,90024
Fairfax Senior High,Los Angeles,90046
Farmdale Elementary,Los Angeles,90032
Fernangeles Elementary,Sun Valley,91352
Fifteenth Street Elementary,San Pedro,90731
Fifty-Fourth Street Elementary,Los Angeles,90043
Fifty-Ninth Street Elementary,Los Angeles,90043
Fifty-Second Street Elementary,Los Angeles,90037
Figueroa Street Elementary,Los Angeles,90044
Hillery T. Broadous Elementary,Pacoima,91331
First Street Elementary,Los Angeles,90033
Alexander Fleming Middle,Lomita,90717
Fletcher Drive Elementary,Los Angeles,90065
Florence Avenue Elementary,Los Angeles,90001
Ford Boulevard Elementary,Los Angeles,90022
Forty-Ninth Street Elementary,Los Angeles,90011
Forty-Second Street Elementary,Los Angeles,90008
Foshay Learning Center,Los Angeles,90018
Fourth Street Elementary,Los Angeles,90022
John H. Francis Polytechnic,Sun Valley,91352
Benjamin Franklin Senior High,Los Angeles,90042
Franklin Avenue Elementary,Los Angeles,90027
John C. Fremont Senior High,Los Angeles,90003
Fries Avenue Elementary,Wilmington,90744
Robert Frost Middle,Granada Hills,91344
Fullbright Avenue Elementary,Canoga Park,91306
Robert Fulton College Preparatory,Van Nuys,91405
Henry T. Gage Middle,Huntington Park,90255
Gardena Elementary,Gardena,90247
Gardena Senior High,Gardena,90248
Gardner Street Elementary,Los Angeles,90046
James A. Garfield Senior High,Los Angeles,90022
Garvanza Elementary,Los Angeles,90042
Gates Street Elementary,Los Angeles,90031
Gault Street Elementary,Lake Balboa,91406
Germain Academy For Academic Achievement,Chatsworth,91311
Glassell Park ES Sci Tech Engr Arts and Math Magnet,Los Angeles,90065
Gledhill Street Elementary,North Hills,91343
Glen Alta Elementary,Los Angeles,90031
Glenfeliz Boulevard Elementary,Los Angeles,90039
Glenwood Elementary,Sun Valley,91352
Samuel Gompers Middle,Los Angeles,90061
Graham Elementary,Los Angeles,90001
Granada Elementary,Granada Hills,91344
Grand View Boulevard Elementary,Los Angeles,90066
Ulysses S. Grant Senior High,Van Nuys,91401
Grant Elementary,Los Angeles,90028
Grape Street Elementary,Los Angeles,90059
Zane Grey Continuation,Reseda,91335
Gridley Street Elementary,San Fernando,91340
Griffin Avenue Elementary,Los Angeles,90031
Griffith Middle,Los Angeles,90022
Gulf Avenue Elementary,Wilmington,90744
Haddon Avenue Elementary,Pacoima,91331
George Ellery Hale Charter Academy,Woodland Hills,91367
Halldale Elementary,Torrance,90501
Alexander Hamilton Senior High,Los Angeles,90034
Hamlin Charter Academy,West Hills,91307
William R. Anton Elementary,Los Angeles,90063
Hancock Park Elementary,Los Angeles,90036
Harbor City Elementary,Harbor City,90710
Harding Street Elementary,Sylmar,91342
Harold McAlister High (Opportunity),Los Angeles,90057
Harrison Street Elementary,Los Angeles,90063
Hart Street Elementary,Canoga Park,91303
Bret Harte Preparatory Middle,Los Angeles,90044
Haskell Elem Sci Tech Engr Arts And Math (STEAM) Magnet,Granada Hills,91344
Hawaiian Avenue Elementary,Wilmington,90744
Hazeltine Avenue Elementary,Van Nuys,91405
Heliotrope Avenue Elementary,Maywood,90270
Patrick Henry Middle,Granada Hills,91344
Herrick Avenue Elementary,Sylmar,91342
Highland Park Continuation,Los Angeles,90042
Hillcrest Drive Elementary,Los Angeles,90008
Hillside Elementary,Los Angeles,90031
Hobart Boulevard Elementary,Los Angeles,90006
Hollenbeck Middle,Los Angeles,90023
Hollywood Senior High,Los Angeles,90028
Oliver Wendell Holmes Middle,Northridge,91325
Holmes Avenue Elementary,Los Angeles,90058
Hooper Avenue Elementary,Los Angeles,90011
Hoover Street Elementary,Los Angeles,90005
John Hope Continuation,Los Angeles,90003
Hubbard Street Elementary,Sylmar,91342
Humphreys Avenue Elementary,Los Angeles,90022
Huntington Drive Elementary,Los Angeles,90032
Huntington Park Senior High,Huntington Park,90255
YES Academy,Los Angeles,90043
Independence Continuation,Lake Balboa,91406
Washington Irving Mid Sch Math Music and Engr Magnet,Los Angeles,90065
Ivanhoe Elementary,Los Angeles,90039
Thomas Jefferson Senior High,Los Angeles,90011
Joaquin Miller Career and Transition Center,Reseda,91335
John F. Kennedy High,Granada Hills,91344
David Starr Jordan Senior High,Los Angeles,90002
Joseph Pomeroy Widney Career Prep and Transition Center,Los Angeles,90018
Justice Street Academy Charter,West Hills,91304
Robert F. Kennedy Elementary,Los Angeles,90063
Kenter Canyon Elementary Charter,Los Angeles,90049
Kentwood Elementary,Los Angeles,90045
Kester Avenue Elementary,Van Nuys,91411
Thomas Starr King Middle School Film and Media Magnet,Los Angeles,90029
Kittridge Street Elementary,Van Nuys,91401
Knollwood Preparatory Academy,Granada Hills,91344
La Salle Avenue Elementary,Los Angeles,90047
Lanai Road Elementary,Encino,91436
Robert Hill Lane Elementary,Monterey Park,91754
Langdon Avenue Elementary,North Hills,91343
Lankershim Elementary,North Hollywood,91601
Lassen Elementary,North Hills,91343
Latona Avenue Elementary,Los Angeles,90031
Laurel Elementary,Los Angeles,90046
Ernest Lawrence Middle,Chatsworth,91311
Joseph Le Conte Middle,Hollywood,90028
Leapwood Avenue Elementary,Carson,90746
Leland Street Elementary,San Pedro,90731
Lemay Street Elementary,Lake Balboa,91406
Robert H. Lewis Continuation,Sun Valley,91352
Liberty Boulevard Elementary,South Gate,90280
Liggett Street Elementary,Panorama City,91402
Lillian Street Elementary,Los Angeles,90001
Limerick Avenue Elementary,Canoga Park,91306
Abraham Lincoln Senior High,Los Angeles,90031
Lockhurst Drive Charter Elementary,Woodland Hills,91367
Lockwood Avenue Elementary,Los Angeles,90029
Logan Academy of Global Ecology,Los Angeles,90026
Loma Vista Elementary,Maywood,90270
Lomita Math/Science/Technology Magnet,Lomita,90717
Jack London Continuation,Van Nuys,91401
Lorena Street Elementary,Los Angeles,90023
Loreto Street Elementary,Los Angeles,90065
Lorne Street Elementary,Northridge,91325
Los Angeles Senior High,Los Angeles,90019
Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Los Angeles,90027
Loyola Village Fine And Performing Arts Magnet,Los Angeles,90045
Charles Maclay Middle,Pacoima,91331
James Madison Middle,North Hollywood,91605
Magnolia Avenue Elementary,Los Angeles,90006
Main Street Elementary,Los Angeles,90011
Malabar Street Elementary,Los Angeles,90063
Manchester Avenue Elementary,Los Angeles,90044
Manhattan Place Elementary,Los Angeles,90047
Manual Arts Senior High,Los Angeles,90037
Mar Vista Elementary,Los Angeles,90066
Marianna Avenue Elementary,Los Angeles,90063
Marina del Rey Middle,Los Angeles,90066
Mark Twain Middle,Los Angeles,90066
Edwin Markham Middle,Los Angeles,90002
Marquez Charter,Pacific Palisades,90272
John Marshall Senior High,Los Angeles,90027
Marvin Elementary,Los Angeles,90016
Mayall Street Elementary,North Hills,91343
Mayberry Street Elementary,Los Angeles,90026
McKinley Avenue Elementary,Los Angeles,90001
Melrose Avenue Elementary,Los Angeles,90046
Melvin Avenue Elementary,Reseda,91335
Menlo Avenue Elementary,Los Angeles,90037
Metropolitan Continuation,Los Angeles,90021
Meyler Street Elementary,Torrance,90502
Micheltorena Street Elementary,Los Angeles,90026
Middleton Street Elementary,Huntington Park,90255
Miles Avenue Elementary,Huntington Park,90255
Loren Miller Elementary,Los Angeles,90044
Robert A. Millikan Affiliated Charter & Perf Arts Magnet Mid,Sherman Oaks,91423
Miramonte Elementary,Los Angeles,90001
Mission Continuation,San Fernando,91340
Moneta Continuation,Gardena,90248
John B. Monlux Elementary,North Hollywood,91606
James Monroe High,North Hills,91343
Monte Vista Street Elementary,Los Angeles,90042
Monterey Continuation,Los Angeles,90022
Morningside Elementary,San Fernando,91340
Mountain View Elementary,Tujunga,91042
Mt. Gleason Middle,Sunland,91040
Mt. Lukens Continuation,Tujunga,91042
Johnnie Cochran Jr. Middle,Los Angeles,90019
Mt. Washington Elementary,Los Angeles,90065
John Muir Middle,Los Angeles,90044
William Mulholland Middle,Lake Balboa,91406
Multnomah Street Elementary,Los Angeles,90032
Murchison Street Elementary,Los Angeles,90033
Napa Street Elementary,Northridge,91324
Nathaniel Narbonne Senior High,Harbor City,90710
Nestle Avenue Charter,Tarzana,91356
Nevada Avenue Elementary,West Hills,91304
Nevin Avenue Elementary,Los Angeles,90011
Harris Newmark Continuation,Los Angeles,90026
Florence Nightingale Middle,Los Angeles,90065
Chester W. Nimitz Middle,Huntington Park,90255
Ninety-Fifth Street Elementary,Los Angeles,90044
Ninety-Ninth Street Elementary,Los Angeles,90002
Ninety-Second Street Elementary,Los Angeles,90002
Charles W. Barrett Elementary,Los Angeles,90003
Ninety-Sixth Street Elementary,Los Angeles,90002
Ninety-Third Street Elementary,Los Angeles,90003
Alfred B. Nobel Charter Middle,Northridge,91324
Noble Avenue Elementary,North Hills,91343
Normandie Avenue Elementary,Los Angeles,90037
Normont Elementary,Harbor City,90710
North Hollywood Senior High,North Hollywood,91601
Northridge Middle,Northridge,91325
Norwood Street Elementary,Los Angeles,90007
O'Melveny Elementary,San Fernando,91340
Odyssey Continuation,South Gate,90280
Olive Vista Middle,Sylmar,91342
One Hundred Eighteenth Street,Los Angeles,90061
One Hundred Eighty-Sixth Street Elementary,Gardena,90248
Lovelia P. Flournoy Elementary,Los Angeles,90059
San Antonio Elementary,Huntington Park,90255
One Hundred Fifty-Sixth Street Elementary,Gardena,90249
One Hundred Fifty-Third Street,Gardena,90247
One Hundred Ninth Street Elementary,Los Angeles,90059
Florence Griffith Joyner Elementary,Los Angeles,90002
One Hundred Seventh Street Elementary,Los Angeles,90003
One Hundred Sixteenth Street Elementary,Los Angeles,90059
One Hundred Thirty-Fifth Street Elementary,Gardena,90247
One Hundred Twelfth Street Elementary,Los Angeles,90059
One Hundred Twenty-Second Street Elementary,Los Angeles,90061
Open Charter Magnet,Los Angeles,90045
Osceola Street Elementary,Sylmar,91342
Overland Avenue Elementary,Los Angeles,90064
Owensmouth Continuation,Canoga Park,91303
Oxnard Street Elementary,North Hollywood,91606
Palisades Charter Elementary,Pacific Palisades,90272
Pacoima Middle,Pacoima,91331
Palms Elementary,Los Angeles,90034
Palms Middle,Los Angeles,90034
Park Avenue Elementary,Cudahy,90201
Park Western Place Elementary,San Pedro,90732
Woodland Hills Academy,Woodland Hills,91367
Parmelee Avenue Elementary,Los Angeles,90001
Paseo del Rey Fundamental,Playa Del Rey,90293
George S. Patton Continuation,Harbor City,90710
Robert E. Peary Middle,Gardena,90247
Phoenix Continuation,Los Angeles,90066
Pinewood Avenue Elementary,Tujunga,91042
Plainview Academic Charter Academy,Tujunga,91042
Playa del Rey Elementary,Culver City,90230
Plummer Elementary,North Hills,91343
Point Fermin Elementary,San Pedro,90731
Pomelo Community Charter,West Hills,91304
George K. Porter Middle,Granada Hills,91344
Gaspar De Portola Charter Middle,Tarzana,91356
President Avenue Elementary,Harbor City,90710
Pueblo de Los Angeles Continuation,Los Angeles,90031
Purche Avenue Elementary,Gardena,90249
Queen Anne Place Elementary,Los Angeles,90019
Ramona Elementary,Los Angeles,90029
Ramona Opportunity High,Los Angeles,90063
Ranchito Avenue Elementary,Panorama City,91402
Raymond Avenue Elementary,Los Angeles,90044
Walter Reed Middle,North Hollywood,91602
Reseda Elementary,Reseda,91335
Reseda Charter High,Reseda,91335
Paul Revere Charter Middle,Los Angeles,90049
Richland Avenue Elementary,Los Angeles,90064
Morris K. Hamasaki Elementary,Los Angeles,90022
Rio Vista Elementary,North Hollywood,91602
Ritter Elementary,Los Angeles,90059
Riverside Drive Charter,Sherman Oaks,91423
